ID,Title,SEO
65889,Create an Experiment in Azure Machine Learning Studio,"azure, azure-machine-learning-studio"
65892,Classify and moderate text with Azure Content Moderator,"azure, azure-sdks, azure-cognitive-services"
65896,Identify faces and expressions by using the Computer Vision API in Azure Cognitive Services,"azure, azure-sdks"
65901,Recognize specific voices with the Speaker Recognition APIs in Azure Cognitive Services,"azure, azure-sdks, azure-cognitive-services"
65903,Build an FAQ chatbot with QnA Maker and Azure Bot Service,"azure, azure-sdks, azure-bot-service"
65905,Create an Azure Machine Learning Studio Account,"azure, azure-machine-learning-studio"
66958,Secure your application by using OpenID Connect and Azure AD,"azure, azure-active-directory"
66964,Control authentication for your APIs with Azure API Management,"azure, azure-api-management"
67025,Encrypt network traffic end to end with Azure Application Gateway,"azure, azure-virtual-network, azure-application-gateway"
67166,Introduction to securing data at rest on Azure,"azure, azure-sql-database, azure-cosmos-db, azure-storage, azure-key-vault"
67172,Design your site recovery solution in Azure,"azure, azure-backup, azure-site-recovery"
67173,Protect your Azure infrastructure with Azure Site Recovery,azure
67174,Protect your on-premises infrastructure from disasters with Azure Site Recovery,azure
67178,Design a geographically distributed application,"azure, azure-cdn, azure-app-service, azure-redis-cache, azure-sql-database, azure-cosmos-db"
67183,Protect your virtual machines by using Azure Backup,"azure, azure-virtual-machines, azure-backup"
67186,Back up and restore your Azure SQL database,azure
67206,Protect your APIs on Azure API Management,"azure, azure-api-management"
67523,Automate the ML model selection with Azure Machine Learning service,"azure, azure-machine-learning-service"
67524,Choose the Data Science service in Azure you need,azure
67525,Explore the types of Azure Data Science Virtual Machines,azure
67526,Introduction to the Azure Data Science Virtual Machine,azure
67527,Introduction to Azure Machine Learning service,"azure, azure-machine-learning-service"
67528,Introduction to Data Science in Azure,azure
67530,Provision and use an Azure Data Science Virtual Machine,azure
67531,Register and deploy ML models with Azure Machine Learning service,"azure, azure-machine-learning-service"
67532,Train a local ML model with Azure Machine Learning service,"azure, azure-machine-learning-service"
68722,Dynamically meet changing web app performance requirements with autoscale rules,"azure, dotnet, aspnet-core, dotnet-core"
69700,Navigation in a canvas app in Power Apps,"power-platform, powerapps"
69708,Use and understand Controls in a canvas app in Power Apps,"power-platform, powerapps"
69920,Persist and retrieve relational data with Entity Framework Core,"dotnet, aspnet-core, dotnet-core, dotnet-standard, ef-core, azure, azure-monitor, azure-sql-database"
70641,Work with relational data in a Power Apps canvas app,"power-platform, powerapps"
70642,Work with data source limits (delegation limits) in a Power Apps canvas app,"power-platform, powerapps"
70643,Connecting to other data in a Power Apps canvas app,"power-platform, powerapps"
70644,Use custom connectors in a Power Apps canvas app,"power-platform, powerapps"
71301,Pitch your product prototype,azure
71305,Build product road maps,azure
71742,Create a user interface (UI) for Windows 10 apps,windows
71746,Enhance the user interface of your Windows 10 app,windows
71750,Get started with the Windows Subsystem for Linux,windows
71751,Implement data binding in your Windows 10 application,windows
71752,Integrate adaptive cards into Windows 10 Timeline,windows
71753,Creating Adaptive Cards,windows
72001,Achieve business transformation with Microsoft Catalyst,"dynamics, power-platform"
72139,Configure Dynamics 365 portals,"dynamics, dynamics-customer-service"
72140,"Configure forms, charts, and dashboards in model driven apps","dynamics, power-platform"
72165,Get started with workflows in Dynamics 365 for Customer Engagement,"power-platform, power-automate, dynamics"
72166,Integrate Office and Dynamics 365 Customer Engagement apps,"dynamics, power-platform"
72168,Introduction to integration with Dynamics 365 Customer Engagement apps,"dynamics, power-platform"
72170,Manage your Dynamics 365 Customer Engagement apps data,"dynamics, power-platform, dynamics-customer-service"
72174,Create business process flows for model-driven apps in Dynamics 365,"dynamics, power-platform, power-automate"
72176,Design and plan an implementation of Finance and Operations apps,"dynamics, dynamics-finance-operations"
72178,Introduction to Dynamics 365 for Finance and Operations,"dynamics, dynamics-finance-operations"
72181,Define and track individual goals in Dynamics 365 Customer Engagement apps,"dynamics, dynamics-sales"
72188,Use goal metrics in Dynamics 365 Customer Engagement apps,"dynamics, dynamics-sales"
72313,Response routing and survey scoring options in Voice of the Customer for Dynamics 365,"dynamics, dynamics-sales, dynamics-customer-service"
72315,Deliver a customized mobile experience in Microsoft Dynamics 365 for Field Service,"dynamics, dynamics-field-service"
72316,Get started with Microsoft Dynamics 365 Field Service Mobile,"dynamics, dynamics-field-service"
72317,"Work order management, agreements, inventory, and purchasing in Microsoft Dynamics 365 Field Service","dynamics, dynamics-field-service"
72318,"Schedule crews, facilities, and resource pooling in Microsoft Dynamics 365 for Field Service","dynamics, dynamics-field-service"
72319,Advanced configuration for Dynamics 365 Marketing,"dynamics, dynamics-marketing"
72320,Assess leads in Dynamics 365 Marketing,"dynamics, dynamics-marketing, dynamics-customer-engagement"
72321,Lead Lifecycle in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
72322,Use the Admin center to manage environments and data policies in Power Automate,"power-platform, power-automate"
72323,Build more complex flows with Power Automate,"power-platform, power-automate"
72324,Customize a canvas app in Power Apps,"power-platform, powerapps"
72325,Manage apps in Power Apps,"power-platform, powerapps"
72326,Document and test your Power Apps application,"dynamics, power-platform"
72345,Use imperative development techniques for canvas apps in Power Apps,"power-platform, powerapps"
72346,"Author an advanced formula that uses tables, records, and collections in a canvas app in Power Apps","power-platform, powerapps"
72347,Complete testing and performance checks in a Power Apps canvas app,"power-platform, powerapps"
72348,Perform custom updates in a Power Apps canvas app,"power-platform, powerapps"
72816,Assess your existing software development process,azure-devops
72817,Create a build pipeline with Azure Pipelines,azure-devops
72818,Choose an Agile approach to software development,azure-devops
72820,Implement a code workflow in your build pipeline by using Git and GitHub,azure-devops
72821,Manage build dependencies with Azure Artifacts,azure-devops
72822,Host your own build agent in Azure Pipelines,"azure-devops, azure"
72823,Run quality tests in your build pipeline by using Azure Pipelines,azure-devops
72824,Scan code for vulnerabilities in Azure Pipelines,azure-devops
72825,Scan open source components for vulnerabilities and license ratings in Azure Pipelines,azure-devops
73210,Get started with Dynamics 365 Supply Chain Management,"dynamics, dynamics-scm"
73579,Analyze climate data with Azure Notebooks,azure
73580,Analyze the sentiment of reviews with Keras,azure
73581,Predict flight delays by creating a machine learning model in Python,azure
73733,Allow users to reset their password with Azure Active Directory self-service password reset,"azure, azure-active-directory"
73768,Create Azure users and groups in Azure Active Directory,"azure, azure-active-directory"
74061,Monitor the health of your Azure virtual machine by collecting and analyzing diagnostic data,"azure, azure-virtual-machines"
74098,Protect your virtual machine settings with Azure Automation State Configuration,"azure, azure-virtual-machines, azure-automation"
74971,Export large amounts of data from Azure by using Azure Import/Export,azure-storage
76102,Create a web UI with ASP.NET Core,"dotnet, aspnet-core, dotnet-core"
76356,Introduction to Dynamics 365 Customer Engagement apps - fundamentals,"dynamics, power-platform"
76357,Introduction to Unified Operations Products - fundamentals,"dynamics, dynamics-finance-operations"
76358,Managing Deployments and Releases - fundamentals,"dynamics, dynamics-customer-service"
76359,Introduction to the Power Platform - fundamentals,power-platform
76360,"Explore licensing, onboarding, and support Options - fundamentals","dynamics, dynamics-finance-operations"
77587,Expose multiple Azure Function apps as a consistent API by using Azure API Management,"azure, azure-api-management, azure-functions"
77914,Author a basic formula to change properties in a Power Apps canvas app,"power-platform, powerapps"
77915,Author a basic formula that uses tables and records in a Power Apps canvas app,"power-platform, powerapps"
77916,Shape data in a Power Apps canvas app,"power-platform, powerapps"
77917,Work with external data in a Power Apps canvas app,"power-platform, powerapps"
77918,Write data in a Power Apps canvas app,"power-platform, powerapps"
77919,Access Common Data Service data in Dynamics 365 portals,"dynamics, power-platform, common-data-service"
77926,Introduction to Microsoft 365 core services and features,m365
78267,Discover how to foster an AI-ready culture in finance,"azure, dynamics, m365"
78300,Discover how to foster an AI-ready culture in marketing,"azure, dynamics, m365"
78303,Discover how to foster an AI-ready culture in sales,"azure, dynamics, m365"
78306,Discover how to foster an AI-ready culture in customer service,"azure, dynamics, m365"
78310,Introduction to AI technology,"azure, dynamics, m365"
78313,Examine the Microsoft approach to artificial intelligence,"azure, dynamics, m365"
78316,Identify guiding principles for responsible AI,"azure, dynamics, m365"
79965,Decompose a monolithic application into a microservices architecture,"azure, azure-functions, azure-app-service"
80016,How to build the UI in a canvas app in Power Apps,"power-platform, powerapps"
80041,"Build a simple website using HTML, CSS, and Javascript",windows
80042,Develop web applications with Visual Studio Code,windows
80379,Define an AI strategy to create business value in healthcare,"azure, dynamics, m365"
80381,Define an AI strategy to create business value in manufacturing,"azure, dynamics, m365"
80382,Define an AI strategy to create business value in retail,"azure, dynamics, m365"
80383,Understand the importance of building an AI-ready culture,"azure, dynamics, m365"
80385,Define an AI strategy to create business value in financial services,"azure, dynamics, m365"
80474,Publishing to docs.microsoft.com,
80480,Accelerate deployment and improve adoption of Microsoft 365 with FastTrack,m365
80698,Microsoft Azure Artificial Intelligence (AI) strategy and solutions,azure
80700,Introduction to security in Microsoft 365,m365
80704,Move large amounts of data to the cloud by using Azure Data Box family,"azure-storage, azure-data-box-family"
80752,Author a basic formula to change behaviors in a Power Apps canvas app,"power-platform, powerapps"
80883,Introduction to Power Platform developer resources,"dynamics, power-platform, powerapps, common-data-service"
80884,Introduction to extending the Microsoft Power Platform,"dynamics, power-platform, powerapps, common-data-service"
80885,Use developer tools to extend the Power Platform,"dynamics, power-platform, powerapps, common-data-service"
80890,Performing common actions with client script,"dynamics, power-platform, powerapps, common-data-service"
80892,Automate Business Process Flows with client script,"dynamics, power-platform, powerapps, common-data-service"
80893,Introduction to web resources,"dynamics, power-platform, powerapps, common-data-service"
80898,Introduction to Common Data Service for developers,"dynamics, power-platform, powerapps, common-data-service"
80899,Extend plug-ins,"dynamics, power-platform, powerapps, common-data-service"
83812,Writing for docs.microsoft.com,
83857,Explore what Power BI can do for you,"dynamics, power-bi, power-platform"
83858,Analyze data with Power BI,"power-bi, power-platform"
87198,Introduction to Mobile Apps in Azure App Service,"azure, azure-portal"
89152,Define an AI strategy to create value in government,"azure, dynamics, m365"
92345,Overview of Dynamics 365 Sales Professional,"dynamics, dynamics-sales"
92348,Administer and configure Dynamics 365 Sales Professional,"dynamics, dynamics-sales"
92689,Define an AI strategy to create business value,"azure, dynamics, m365"
92690,"Analyze images in real time with machine learning, Azure IoT Hub, and Azure Stream Analytics","azure, power-bi, azure-iot-hub, azure-functions, azure-sql-database, azure-stream-analytics, azure-cognitive-services"
92877,Explore the ecosystem and main components of Finance and Operations apps,"dynamics, dynamics-finance-operations"
92878,Explore the technical architecture of Finance and Operations apps,"dynamics, dynamics-finance-operations"
92879,Explore design and deployment considerations for Finance and Operations apps,"dynamics, dynamics-finance-operations"
92880,Manage Finance and Operations apps implementations by using Lifecycle Services,"dynamics, dynamics-finance-operations"
92882,Work with performance and monitoring tools in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92883,Manage source code by using version control in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92885,Explore the test framework and tools in Dynamics 365 for Finance and Operations,"dynamics, dynamics-finance-operations"
92886,Explore reporting tools in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92894,Develop object-oriented code in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92895,Get started with development using X++ in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92896,Customize Finance and Operations apps by using Visual Studio,"dynamics, dynamics-finance-operations"
92897,Implement application lifecycle management in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92898,Build extended data types and enumerations for Finance and Operations apps,"dynamics, dynamics-finance-operations"
92899,Build tables in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92900,Build forms and optimize form performance in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92901,Create classes in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92902,Build reports for Finance and Operations apps,"dynamics, dynamics-finance-operations"
92904,Build workspaces in Dynamics 365 for Finance and Operations,"dynamics, dynamics-finance-operations"
92905,Implement role-based security in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92906,Connect to Power Platform services with Finance and Operations apps,"dynamics, dynamics-finance-operations"
92908,Apply basic performance optimization in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92910,Explore extensions and the extension framework in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92911,Extend elements in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92913,Identify data integration patterns and scenarios in Dynamics 365 for Finance and Operations,"dynamics, dynamics-finance-operations"
92914,Implement data integration concepts and solutions for Finance and Operations apps,"dynamics, dynamics-finance-operations"
92915,Implement the Data management package API for Finance and Operations apps,"dynamics, dynamics-finance-operations"
92916,Data integrations with Finance and Operations apps,"dynamics, dynamics-finance-operations"
92918,Manage data sources with external data stores in Finance and Operations apps,"dynamics, dynamics-finance-operations"
92919,Integrate Finance and Operations apps with Microsoft Azure,"dynamics, dynamics-finance-operations"
93619,Add principles of inclusive design to your Windows app,windows
93623,Configure your Windows app to use Narrator and speech recognition,windows
93823,Evaluate the requirements for implementing the Custom Vision APIs,azure
94001,Introduction to Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
94003,Create and manage entities in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
94004,Create and manage fields within an entity in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
94005,Working with option sets in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
94006,Load/export data and create data views in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
94014,Secure an ASP.NET Core web app with the Identity framework,"dotnet, aspnet-core, dotnet-core, ef-core, azure"
95369,Create a relationship between entities in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
95370,Define and create business rules in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
95371,Create and define calculation or rollup fields in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
95412,Get started with Microsoft 365,"m365, office-365, windows"
95422,Analyze your device and app readiness for Windows 10,"m365, office-365, windows"
95423,Analyze your directory and network readiness for Microsoft 365,"m365, windows"
95424,Deliver Office 365 ProPlus and business apps,"m365, office-365"
95426,Migrate user files and settings in Microsoft 365,m365
95427,Update your security and compliance configuration – Windows 10 and Office 365 ProPlus,"m365, windows, office-365"
95428,"Deploy, upgrade, and migrate to Windows 10","m365, windows"
95430,Learn about Windows and Office 365 ProPlus servicing in Microsoft 365,"m365, windows, office-365"
95431,Train users on the new Windows and Office 365 ProPlus features,"m365, windows, office-365"
95616,Get started with security roles in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
95618,Use administration options for Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
96577,Introduction to Azure Kubernetes Service,"azure, azure-kubernetes-service"
98297,Create a multistage pipeline by using Azure Pipelines,"azure, azure-devops"
98298,Create a release pipeline in Azure Pipelines,"azure, azure-devops"
98299,Manage release cadence in Azure Pipelines with deployment patterns,"azure, azure-devops"
98301,Run functional tests in Azure Pipelines,"azure, azure-devops"
98307,Express infrastructure as code to automate your deployments,azure
98313,Optimize the feedback loop in your Azure DevOps pipeline,azure
98445,Configure and manage secrets in Azure Key Vault,azure
98446,Manage users and groups in Azure Active Directory,"azure, azure-active-directory"
98450,Configure security policies to manage data,azure
98453,Create security baselines,azure
98466,Introduction to Python,azure
99727,Define an AI strategy to create value in education,"azure, dynamics, m365"
100983,Consume business events in Finance and Operations apps,"dynamics, dynamics-finance-operations"
101326,Create and manage environments in Common Data Service,"dynamics, power-platform, common-data-service, powerapps"
101723,"Develop, test, and publish Azure Functions by using Azure Functions Core Tools","azure, azure-functions"
102387,Add decision logic to your code using the if-elseif-else statement in C#,dotnet
103824,Introduction to App Center,"azure, azure-portal, vs-app-center"
104399,Overview of identity and access management in Microsoft 365,"azure, m365"
104402,Simplify access and identity provisioning with Microsoft 365,"azure, m365"
104404,Strengthen authentication with Microsoft 365,"azure, m365"
104407,Protect those most targeted,m365
104589,Manage database changes in Azure Pipelines,"azure, azure-devops, azure-sql-database"
106180,Set up number series and trail codes in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
106204,Set up posting groups in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
106206,Set up dimensions in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
106208,Set up the chart of accounts in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
106664,Get data with Power BI Desktop,"power-platform, power-bi"
106666,Model data in Power BI,"power-platform, power-bi"
106669,Use visuals in Power BI,"power-platform, power-bi"
106671,Explore data in Power BI,"power-bi, power-platform"
106673,Publish and share in Power BI,"power-platform, power-bi"
107503,Set up general journal templates in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107504,Create and process journal entries in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107505,Post periodic journal entries in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107528,Perform a bank reconciliation in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107529,Set up payment reconciliation journals in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107530,Use the payment reconciliation journal in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107545,Create budgets in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107546,Configure financial reports by using account schedules in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107547,Use dimensions in your financial reports in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107548,Forecast your cash flow in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107549,Set up XBRL reports in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107558,Get started with cost accounting in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107560,Transfer general ledger entries to cost accounting in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107561,Allocate costs in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107562,Create cost accounting reports in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107576,Set up cash management in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107577,Enter payments in the cash receipt journal and the payment journal in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107578,Suggest vendor payments in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
107579,Use checks to pay vendors in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108025,Invoicing customers in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108026,Processing vendor invoices in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108027,Posting prepayment invoices for sales and purchase orders in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108028,Process incoming documents in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108029,Send and receive electronic documents in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108033,Set up currencies and exchange rates in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108034,Process sales and purchases in foreign currencies in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108035,Adjust exchange rates in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108036,Process foreign currency payments in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108037,Set up an additional reporting currency in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108047,Send reminders to customers in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108048,Send finance charge memos to customers in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108049,Process Intrastat in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108050,Close a fiscal year in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108315,Set up VAT in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108316,Process VAT in documents and journals in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108317,Calculate and post VAT settlements in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108318,Perform a VAT rate change in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108355,Start your free Dynamics 365 Business Central trial,"dynamics, dynamics-business-central"
108356,Introducing Microsoft Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108357,Customize Microsoft Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108628,Prepare for a Teams deployment with Microsoft 365,"m365, office-365, office-teams"
108632,Deploy Microsoft Teams clients,"m365, office-365, office-teams"
108634,Manage Microsoft Teams,"m365, office-365, office-teams"
108636,"Manage apps, bots, and connectors in Microsoft Teams","m365, office-365, office-teams"
108639,"Manage meetings, conferences, and events with Microsoft Teams","m365, office-365, office-teams"
108833,Create and publish an Express.js web application with Azure App Service and Visual Studio Code,azure
108908,User interface essentials in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108909,Personalize the Microsoft Dynamics 365 Business Central user interface,"dynamics, dynamics-business-central"
108910,Use alternative interfaces for Dynamics 365 Business Central,"dynamics, dynamics-business-central"
108925,Explore and modify information in Business Central,"dynamics, dynamics-business-central"
108926,"Search, filter, sort and select data in Business Central","dynamics, dynamics-business-central"
108927,"Master, supplemental and personal data in Business Central","dynamics, dynamics-business-central"
109266,Work with Trade master data in Microsoft Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109267,Set up Trade in Microsoft Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109272,Create purchase documents in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109273,Receive and invoice items in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109274,Set up purchase prices and discounts in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109275,Post purchase item charges in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109276,Estimate purchase order receipt dates in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109288,Set up assembly management in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109289,Set up assembly items in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109290,Assemble to order in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109291,Assemble to stock in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
109380,Write your first C# code,dotnet
109805,Analyze costs and create budgets with Azure Cost Management,azure-cost-management
110052,Introduction to modern management in Microsoft 365,m365
110054,Automate Windows deployments by using Windows Autopilot,m365
110056,Manage applications by using Microsoft Intune,m365
110059,Manage Windows 10 through co-management by using System Center Configuration Manager,m365
110349,Create your first Azure IoT Central app,"azure-iot-central, azure-maps"
110734,Create sales documents in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110735,Ship and invoice items in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110736,Manage sales prices in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110737,Set up discounts for your customers in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110738,Promising sales order delivery in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110746,Set up returns management in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110747,Manage customer returns in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110748,Manage returns to vendors in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110833,Set up inventory replenishment in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110834,Set up inventory planning in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110835,Plan items in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
110853,Administer Business Central online,"dynamics, dynamics-business-central"
110854,Create new companies in Business Central,"dynamics, dynamics-business-central"
110855,Migrate data to Business Central,"dynamics, dynamics-business-central"
110856,Manage users and implement security in Business Central,"dynamics, dynamics-business-central"
110857,Integrate Business Central with email and Outlook,"dynamics, dynamics-business-central"
110866,Change how documents look in Business Central,"dynamics, dynamics-business-central"
110867,Configure Business Central for Excel and Power BI,"dynamics, dynamics-business-central"
110868,Connect to the intelligent cloud with Dynamics 365 Business Central,"dynamics, dynamics-business-central"
111240,See Azure in action,"azure, azure-portal, azure-sql-database, azure-virtual-machines"
111241,Microsoft Cloud Adoption Framework for Azure,azure
111364,Prepare for Windows Virtual Desktop in Microsoft Azure,m365
111366,Deploy Windows Virtual Desktop in Microsoft Azure,m365
111369,Optimize Windows Virtual Desktop in Microsoft Azure,m365
111573,Create Embedded Web Experiences with Tabs for Microsoft Teams,"m365, office-teams"
111853,Build a Node.js app for Azure Cosmos DB in Visual Studio Code,"azure, azure-cosmos-db, vs-code"
112085,Introduction to Microsoft Relationship Sales Solution (MRSs) value proposition for your clients,"dynamics, dynamics-sales"
112152,Getting Started with Microsoft Identity,"m365, azure-active-directory"
112154,Optimize data usage when using Microsoft Graph with query parameters,"ms-graph, m365"
112157,Optimize network traffic with Microsoft Graph,"ms-graph, m365"
113254,Introduction to Docker containers,"azure, azure-container-registry, azure-container-instances"
114284,Upgrading Office in Windows,"m365, office-365, windows"
116922,Predict numeric values with regression,azure
116929,Predict categories with machine learning classification,azure
116933,Use deep learning models to make predictions about specialized data,azure
117087,Convert data types using casting and conversion techniques in C#,dotnet
117733,Store and retrieve data using literal and variable values in C#,dotnet
117738,Perform basic operations on numbers in C#,dotnet
117743,Choose the correct data type in your C# code,dotnet
117821,Store and iterate through sequences of data using Arrays and the foreach statement in C#,dotnet
117823,Call methods from the .NET Class Library using C#,dotnet
117824,"Create readable code with conventions, whitespace, and comments in C#",dotnet
117828,Evaluate Boolean expressions to make decisions in C#,dotnet
117831,Branch the flow of code using the switch-case construct in C#,dotnet
117833,Iterate through a code block using for statement in C#,dotnet
117835,Add looping logic to your code using the do-while and while statements in C#,dotnet
117837,Control variable scope and logic using code blocks in C#,dotnet
117842,Format alphanumeric data for presentation in C#,dotnet
118482,Plan and implement legal entities in Finance and Operations apps,
118483,Plan and implement security in Finance and Operations apps,
118486,Design and build mobile apps for Finance and Operations apps,
118487,Personalize Dynamics Finance and Operations apps,
118488,Implement common integration features in Finance and Operations apps,
118490,Prepare data for migration to Finance and Operations apps,
118491,Work with data management in Finance and Operations apps,
118497,Configure currencies in Dynamics 365 Finance,
118498,"Create fiscal calendars, years, and periods in Dynamics 365 Finance",
118500,Configure ledgers and journals in Dynamics 365 Finance,
118501,Perform general ledger daily procedures in Dynamics 365 Finance,
118502,Intercompany accounting in Dynamics 365 Finance,
118503,Configure ledger allocations and accruals in Dynamics 365 Finance,
118506,Work with cash and bank management in Dynamics 365 Finance,
118507,Configure letters of credit and guarantees in Dynamics 365 Finance,
118512,Perform Accounts payable daily procedures in Dynamics 365 Finance,
118513,"Work with accounting distributions, invoice validations and settlements in Dynamics 365 Finance",
118516,Perform Accounts receivable daily procedures in Dynamics 365 Finance,
118517,Configure credit and collections in Dynamics 365 Finance,
118518,Process credit and collections in Dynamics 365 Finance,
118521,Configure and use budget planning in Dynamics 365 Finance,
118523,Configure fixed assets management in Dynamics 365 Finance,
118524,Manage fixed assets in Dynamics 365 Finance,
118525,Get started with cost accounting in Dynamics 365 Finance,
118526,Configure and perform periodic processes in Dynamics 365 Finance,
118529,Get started with discrete manufacturing in Dynamics 365 Supply Chain Management,
118534,Get started with product configuration in Dynamics 365 Supply Chain Management,
118536,Get started with lean manufacturing in Dynamics 365 Supply Chain Management,
118541,Configure activity-based subcontracting and production flow costing in Dynamics 365 Supply Chain Management,
118545,"Work with commodity pricing, and compliance in Dynamics 365 Supply Chain Management",
118547,Use warehouse management for manufacturing in Dynamics 365 Supply Chain Management,
118548,Get started with Dynamics 365 Supply Chain Management,
118552,Create products and product masters in Dynamics 365 Supply Chain Management,
118555,Configure and perform the procure-to-purchase process in Dynamics 365 Supply Chain Management,
118558,Configure and work with quality control in Dynamics 365 Supply Chain Management,
118561,Configure and use intercompany trade in Dynamics 365 Supply Chain Management,
118562,Configure and use master planning in Dynamics 365 Supply Chain Management,
118564,Configure warehouse management in Dynamics 365 Supply Chain Management,
118565,Work with warehouse management in Dynamics 365 Supply Chain Management,
118568,Explore the ecosystem and main components of Finance and Operations apps,
118569,Explore the technical architecture of Finance and Operations apps,
118570,Explore design and deployment considerations for Finance and Operations apps,
118571,Manage Finance and Operations apps implementations by using Lifecycle Services,
118572,Work with performance and monitoring tools in Finance and Operations apps,
118573,Manage source code by using version control in Finance and Operations apps,
118575,Explore reporting tools in Finance and Operations apps,
118577,Get started with development using X++ in Finance and Operations apps,
118580,Implement application lifecycle management in Finance and Operations apps,
118584,Create classes in Finance and Operations apps,
